"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE"
"1","93480011957","Egea Paredes, Jan","01/11/1992","Mendez Soria, Diego","+34 XXXXXXX","+34 XXXXXXX","jan@mailintaor.com","Coll Navas, Diego","+34 XXXXZZZZ","+34 XXXXLLL","diego@mailintaor.com","c/ de l'aviador Diego Coll Navas","L'Armentera","Albanyà","jan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","61301957572","Silva Domenech, Jaume","14/05/1996","Reyes Rivera, Leyre","+34 XXXXXXX","+34 XXXXXXX","jaume@mailintaor.com","Ros Mesa, Aitana","+34 XXXXZZZZ","+34 XXXXLLL","leyre@mailintaor.com","c/ de l'aviador Aitana Ros Mesa","L'Armentera","Albanyà","jaume@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","43938859041","Vargas Castro, Adrián","06/02/1990","Romero Rueda, Marc","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Rivera Gimenez, Ian","+34 XXXXZZZZ","+34 XXXXLLL","marc@mailintaor.com","c/ de l'aviador Ian Rivera Gimenez","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","38800050363","Flores Egea, Jordi","05/01/1990","Blasco Bueno, Quim","+34 XXXXXXX","+34 XXXXXXX","jordi@mailintaor.com","Vidal Ventura, Paula","+34 XXXXZZZZ","+34 XXXXLLL","quim@mailintaor.com","c/ de l'aviador Paula Vidal Ventura","L'Armentera","Albanyà","jordi@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","95217673082","Maldonado Saez, Marc","09/06/1990","Hernandez Millan, Elena","+34 XXXXXXX","+34 XXXXXXX","marc@mailintaor.com","Gimeno Vila, Marcos","+34 XXXXZZZZ","+34 XXXXLLL","elena@mailintaor.com","c/ de l'aviador Marcos Gimeno Vila","L'Armentera","Albanyà","marc@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","32035787740","Herrera Manzano, Diego","16/04/1996","Soto Sole, Aya","+34 XXXXXXX","+34 XXXXXXX","diego@mailintaor.com","Gallego Casanova, Gisela","+34 XXXXZZZZ","+34 XXXXLLL","aya@mailintaor.com","c/ de l'aviador Gisela Gallego Casanova","L'Armentera","Albanyà","diego@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","87431189434","Bueno Ramon, Berta","13/09/1992","Fernandez Cardona, Ismael","+34 XXXXXXX","+34 XXXXXXX","berta@mailintaor.com","Colomer Herrera, Jana","+34 XXXXZZZZ","+34 XXXXLLL","ismael@mailintaor.com","c/ de l'aviador Jana Colomer Herrera","L'Armentera","Albanyà","berta@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","16728991913","Llorens Soria, Alejandro","07/09/1992","Pascual Luna, Sergi","+34 XXXXXXX","+34 XXXXXXX","alejandro@mailintaor.com","Marcos Bueno, Marc","+34 XXXXZZZZ","+34 XXXXLLL","sergi@mailintaor.com","c/ de l'aviador Marc Marcos Bueno","L'Armentera","Albanyà","alejandro@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","26257325903","Carrasco Rubio, Albert","27/06/1994","Carrera Quintana, Leo","+34 XXXXXXX","+34 XXXXXXX","albert@mailintaor.com","Roman Guerrero, Carla","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Carla Roman Guerrero","L'Armentera","Albanyà","albert@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","14580330153","Galindo Rubio, Cristina","28/09/1995","Alonso Manzano, Emma","+34 XXXXXXX","+34 XXXXXXX","cristina@mailintaor.com","Luna Palacios, Oriol","+34 XXXXZZZZ","+34 XXXXLLL","emma@mailintaor.com","c/ de l'aviador Oriol Luna Palacios","L'Armentera","Albanyà","cristina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","87662975484","Miro Carrera, Marcos","07/02/1999","Alsina Alba, Joel","+34 XXXXXXX","+34 XXXXXXX","marcos@mailintaor.com","Castillo Martin, Daniel","+34 XXXXZZZZ","+34 XXXXLLL","joel@mailintaor.com","c/ de l'aviador Daniel Castillo Martin","L'Armentera","Albanyà","marcos@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","27998195232","Pacheco Galvez, David","18/01/1992","Castaño Ventura, Aitor","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Manzano Linares, Nerea","+34 XXXXZZZZ","+34 XXXXLLL","aitor@mailintaor.com","c/ de l'aviador Nerea Manzano Linares","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","58552287069","Molina Andres, Aitor","16/06/1995","Comas Bernal, Pau","+34 XXXXXXX","+34 XXXXXXX","aitor@mailintaor.com","Rosell Calvo, Adriana","+34 XXXXZZZZ","+34 XXXXLLL","pau@mailintaor.com","c/ de l'aviador Adriana Rosell Calvo","L'Armentera","Albanyà","aitor@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","84492752484","Pozo Quesada, Gisela","01/12/1999","Cabrera Segura, Nerea","+34 XXXXXXX","+34 XXXXXXX","gisela@mailintaor.com","Pascual Leon, Marta","+34 XXXXZZZZ","+34 XXXXLLL","nerea@mailintaor.com","c/ de l'aviador Marta Pascual Leon","L'Armentera","Albanyà","gisela@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","10142480220","Segura Valls, Iris","24/06/1993","Coll Rubio, Martí","+34 XXXXXXX","+34 XXXXXXX","iris@mailintaor.com","Cabrera Figueras, Pau","+34 XXXXZZZZ","+34 XXXXLLL","marti@mailintaor.com","c/ de l'aviador Pau Cabrera Figueras","L'Armentera","Albanyà","iris@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","11886333755","Cuenca Roig, Arlet","07/09/1991","Benitez Sanchez, Nora","+34 XXXXXXX","+34 XXXXXXX","arlet@mailintaor.com","Egea Luque, Elsa","+34 XXXXZZZZ","+34 XXXXLLL","nora@mailintaor.com","c/ de l'aviador Elsa Egea Luque","L'Armentera","Albanyà","arlet@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","81667449999","Alvarez Cortes, Carlota","13/05/1996","Miro Codina, Queralt","+34 XXXXXXX","+34 XXXXXXX","carlota@mailintaor.com","Soria Miguel, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","queralt@mailintaor.com","c/ de l'aviador Carlota Soria Miguel","L'Armentera","Albanyà","carlota@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","83588983813","Coll Camacho, Iker","02/11/1990","Vila Bermudez, Eva","+34 XXXXXXX","+34 XXXXXXX","iker@mailintaor.com","Jimenez Sola, Judit","+34 XXXXZZZZ","+34 XXXXLLL","eva@mailintaor.com","c/ de l'aviador Judit Jimenez Sola","L'Armentera","Albanyà","iker@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","37374741394","Bravo Mata, Naia","23/11/1998","Rivera Valencia, Leire","+34 XXXXXXX","+34 XXXXXXX","naia@mailintaor.com","Flores Galindo, Queralt","+34 XXXXZZZZ","+34 XXXXLLL","leire@mailintaor.com","c/ de l'aviador Queralt Flores Galindo","L'Armentera","Albanyà","naia@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","59700137086","Blasco Salas, Salma","20/11/1998","Ramos Figueras, Iris","+34 XXXXXXX","+34 XXXXXXX","salma@mailintaor.com","Ferre Marcos, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","iris@mailintaor.com","c/ de l'aviador Carlota Ferre Marcos","L'Armentera","Albanyà","salma@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","75788363472","Soto Parra, Ayman","07/04/1998","Sala Rosell, Hugo","+34 XXXXXXX","+34 XXXXXXX","ayman@mailintaor.com","Moreno Blanco, Carlos","+34 XXXXZZZZ","+34 XXXXLLL","hugo@mailintaor.com","c/ de l'aviador Carlos Moreno Blanco","L'Armentera","Albanyà","ayman@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","50885791142","Juan Soler, Abril","20/06/1997","Marquez Castro, Iker","+34 XXXXXXX","+34 XXXXXXX","abril@mailintaor.com","Oliver Simon, Cristina","+34 XXXXZZZZ","+34 XXXXLLL","iker@mailintaor.com","c/ de l'aviador Cristina Oliver Simon","L'Armentera","Albanyà","abril@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","89455822636","Merino Farre, Xavi","19/10/1997","Vila Ventura, Ariadna","+34 XXXXXXX","+34 XXXXXXX","xavi@mailintaor.com","Pons Reina, Marc","+34 XXXXZZZZ","+34 XXXXLLL","ariadna@mailintaor.com","c/ de l'aviador Marc Pons Reina","L'Armentera","Albanyà","xavi@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","44371617130","Requena Alcaraz, Sergio","19/12/1991","Valle Luque, Cristina","+34 XXXXXXX","+34 XXXXXXX","sergio@mailintaor.com","Molina Alarcon, Max","+34 XXXXZZZZ","+34 XXXXLLL","cristina@mailintaor.com","c/ de l'aviador Max Molina Alarcon","L'Armentera","Albanyà","sergio@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","10081574374","Ortiz Suarez, Inés","12/02/1992","Lorenzo Ramon, Alan","+34 XXXXXXX","+34 XXXXXXX","ines@mailintaor.com","Miro Marcos, Paula","+34 XXXXZZZZ","+34 XXXXLLL","alan@mailintaor.com","c/ de l'aviador Paula Miro Marcos","L'Armentera","Albanyà","ines@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","72058047308","Luna Ruiz, Alba","13/03/1995","Pastor Simon, Clara","+34 XXXXXXX","+34 XXXXXXX","alba@mailintaor.com","Sala Grau, Mariona","+34 XXXXZZZZ","+34 XXXXLLL","clara@mailintaor.com","c/ de l'aviador Mariona Sala Grau","L'Armentera","Albanyà","alba@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","43989281083","Montero Casanova, Gerard","23/07/1990","Prats Serra, Marcos","+34 XXXXXXX","+34 XXXXXXX","gerard@mailintaor.com","Avila Luque, Paula","+34 XXXXZZZZ","+34 XXXXLLL","marcos@mailintaor.com","c/ de l'aviador Paula Avila Luque","L'Armentera","Albanyà","gerard@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","36871190859","Piñol Ramos, Izan","30/09/1998","Santos Gracia, Elsa","+34 XXXXXXX","+34 XXXXXXX","izan@mailintaor.com","Guzman Leon, Adrián","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Adrián Guzman Leon","L'Armentera","Albanyà","izan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","53126744496","Lopez Molina, Jan","07/10/1996","Sanz Herrera, Bernat","+34 XXXXXXX","+34 XXXXXXX","jan@mailintaor.com","Carbonell Hidalgo, Unai","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador Unai Carbonell Hidalgo","L'Armentera","Albanyà","jan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","92034534248","Hurtado Asensio, Unai","11/03/1996","Badia Benitez, Judith","+34 XXXXXXX","+34 XXXXXXX","unai@mailintaor.com","Diaz Moya, Naia","+34 XXXXZZZZ","+34 XXXXLLL","judith@mailintaor.com","c/ de l'aviador Naia Diaz Moya","L'Armentera","Albanyà","unai@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","84303983554","Pascual Sancho, Marcos","07/01/1998","Castro Ortega, Abril","+34 XXXXXXX","+34 XXXXXXX","marcos@mailintaor.com","Lara Piñol, Anna","+34 XXXXZZZZ","+34 XXXXLLL","abril@mailintaor.com","c/ de l'aviador Anna Lara Piñol","L'Armentera","Albanyà","marcos@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","88459009177","Farre Franco, Jaume","14/12/1992","Rosell Fuentes, Joel","+34 XXXXXXX","+34 XXXXXXX","jaume@mailintaor.com","Cabello Plaza, Valentina","+34 XXXXZZZZ","+34 XXXXLLL","joel@mailintaor.com","c/ de l'aviador Valentina Cabello Plaza","L'Armentera","Albanyà","jaume@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","73543565005","Calderon Grau, Samuel","27/09/1991","Miranda Puig, Roc","+34 XXXXXXX","+34 XXXXXXX","samuel@mailintaor.com","Arias Alsina, Mireia","+34 XXXXZZZZ","+34 XXXXLLL","roc@mailintaor.com","c/ de l'aviador Mireia Arias Alsina","L'Armentera","Albanyà","samuel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","73417576774","Silva Merino, Queralt","10/11/1999","Sanz Nieto, Bruno","+34 XXXXXXX","+34 XXXXXXX","queralt@mailintaor.com","Parra Soria, Eloi","+34 XXXXZZZZ","+34 XXXXLLL","bruno@mailintaor.com","c/ de l'aviador Eloi Parra Soria","L'Armentera","Albanyà","queralt@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","68554835578","Gallardo Font, Cristina","06/10/1999","Campos Figueras, Ismael","+34 XXXXXXX","+34 XXXXXXX","cristina@mailintaor.com","Avila Aparicio, Berta","+34 XXXXZZZZ","+34 XXXXLLL","ismael@mailintaor.com","c/ de l'aviador Berta Avila Aparicio","L'Armentera","Albanyà","cristina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","91247422847","Serrano Villanueva, Elsa","15/03/1996","Simon Quintana, Ferran","+34 XXXXXXX","+34 XXXXXXX","elsa@mailintaor.com","Soto Arias, Eloi","+34 XXXXZZZZ","+34 XXXXLLL","ferran@mailintaor.com","c/ de l'aviador Eloi Soto Arias","L'Armentera","Albanyà","elsa@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","64245438029","Pascual Carmona, Unai","12/07/1999","Salas Pages, Salma","+34 XXXXXXX","+34 XXXXXXX","unai@mailintaor.com","Murillo Comas, Joan","+34 XXXXZZZZ","+34 XXXXLLL","salma@mailintaor.com","c/ de l'aviador Joan Murillo Comas","L'Armentera","Albanyà","unai@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","59620160845","Lazaro Hernandez, Mario","12/10/1990","Asensio Soria, Diego","+34 XXXXXXX","+34 XXXXXXX","mario@mailintaor.com","Bosch Roig, Rayan","+34 XXXXZZZZ","+34 XXXXLLL","diego@mailintaor.com","c/ de l'aviador Rayan Bosch Roig","L'Armentera","Albanyà","mario@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","66537578721","Ramirez Pallares, Mariona","26/10/1994","Dominguez Castillo, Víctor","+34 XXXXXXX","+34 XXXXXXX","mariona@mailintaor.com","Nuñez Plaza, Aya","+34 XXXXZZZZ","+34 XXXXLLL","victor@mailintaor.com","c/ de l'aviador Aya Nuñez Plaza","L'Armentera","Albanyà","mariona@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","87724547801","Murillo Murillo, Erik","21/05/1998","Linares Suarez, Ainhoa","+34 XXXXXXX","+34 XXXXXXX","erik@mailintaor.com","Rubio Vicente, Aya","+34 XXXXZZZZ","+34 XXXXLLL","ainhoa@mailintaor.com","c/ de l'aviador Aya Rubio Vicente","L'Armentera","Albanyà","erik@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","45710924571","Miguel Delgado, Pablo","27/12/1992","Escudero Serra, Martí","+34 XXXXXXX","+34 XXXXXXX","pablo@mailintaor.com","Marcos Quintana, Mohamed","+34 XXXXZZZZ","+34 XXXXLLL","marti@mailintaor.com","c/ de l'aviador Mohamed Marcos Quintana","L'Armentera","Albanyà","pablo@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","60434978588","Salas Ortiz, Adam","09/11/1991","Velasco Carrillo, Noa","+34 XXXXXXX","+34 XXXXXXX","adam@mailintaor.com","Silva Castaño, Miguel","+34 XXXXZZZZ","+34 XXXXLLL","noa@mailintaor.com","c/ de l'aviador Miguel Silva Castaño","L'Armentera","Albanyà","adam@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","64403567389","Salazar Ponce, Arlet","20/01/1991","Alonso Leon, Miquel","+34 XXXXXXX","+34 XXXXXXX","arlet@mailintaor.com","Benitez Mata, Arnau","+34 XXXXZZZZ","+34 XXXXLLL","miquel@mailintaor.com","c/ de l'aviador Arnau Benitez Mata","L'Armentera","Albanyà","arlet@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","92780691713","Vargas Valero, Elsa","06/04/1991","Cuenca Estrada, Elena","+34 XXXXXXX","+34 XXXXXXX","elsa@mailintaor.com","Busquets Aguilera, Pablo","+34 XXXXZZZZ","+34 XXXXLLL","elena@mailintaor.com","c/ de l'aviador Pablo Busquets Aguilera","L'Armentera","Albanyà","elsa@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","27368172981","Murillo Casas, Alba","22/04/1997","Franco Pozo, Dídac","+34 XXXXXXX","+34 XXXXXXX","alba@mailintaor.com","Amaya Marco, Alan","+34 XXXXZZZZ","+34 XXXXLLL","didac@mailintaor.com","c/ de l'aviador Alan Amaya Marco","L'Armentera","Albanyà","alba@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","79348863859","Ribera Cuevas, Arlet","02/04/1994","Blanco Ruiz, Aya","+34 XXXXXXX","+34 XXXXXXX","arlet@mailintaor.com","Domenech Rodriguez, Lola","+34 XXXXZZZZ","+34 XXXXLLL","aya@mailintaor.com","c/ de l'aviador Lola Domenech Rodriguez","L'Armentera","Albanyà","arlet@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","63030864843","Cuenca Miguel, Salma","20/04/1998","Martos Busquets, Isaac","+34 XXXXXXX","+34 XXXXXXX","salma@mailintaor.com","Ribas Mesa, Laura","+34 XXXXZZZZ","+34 XXXXLLL","isaac@mailintaor.com","c/ de l'aviador Laura Ribas Mesa","L'Armentera","Albanyà","salma@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","22938920282","Miro Mendez, Jan","13/12/1993","Mas Aguilera, Biel","+34 XXXXXXX","+34 XXXXXXX","jan@mailintaor.com","Martos Puig, Ian","+34 XXXXZZZZ","+34 XXXXLLL","biel@mailintaor.com","c/ de l'aviador Ian Martos Puig","L'Armentera","Albanyà","jan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","87609722426","Gracia Aranda, Nerea","09/01/1993","Ramos Crespo, Judit","+34 XXXXXXX","+34 XXXXXXX","nerea@mailintaor.com","Carrera Ortega, Lucas","+34 XXXXZZZZ","+34 XXXXLLL","judit@mailintaor.com","c/ de l'aviador Lucas Carrera Ortega","L'Armentera","Albanyà","nerea@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","17282172855","Ramos Badia, Lucía","02/02/1993","Delgado Montes, Ana","+34 XXXXXXX","+34 XXXXXXX","lucia@mailintaor.com","Viñas Sala, Aina","+34 XXXXZZZZ","+34 XXXXLLL","ana@mailintaor.com","c/ de l'aviador Aina Viñas Sala","L'Armentera","Albanyà","lucia@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","59434684857","Llorens Bonet, Marwa","23/07/1996","Gallardo Arenas, Bruno","+34 XXXXXXX","+34 XXXXXXX","marwa@mailintaor.com","Velasco Castro, Adrián","+34 XXXXZZZZ","+34 XXXXLLL","bruno@mailintaor.com","c/ de l'aviador Adrián Velasco Castro","L'Armentera","Albanyà","marwa@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","30582579830","Campos Carmona, Izan","10/02/1992","Santamaria Bravo, Elsa","+34 XXXXXXX","+34 XXXXXXX","izan@mailintaor.com","Navarro Rubio, Ferran","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Ferran Navarro Rubio","L'Armentera","Albanyà","izan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","31333125962","Silva Delgado, Berta","20/05/1997","Roca Esteban, Oriol","+34 XXXXXXX","+34 XXXXXXX","berta@mailintaor.com","Avila Ortiz, Gabriel","+34 XXXXZZZZ","+34 XXXXLLL","oriol@mailintaor.com","c/ de l'aviador Gabriel Avila Ortiz","L'Armentera","Albanyà","berta@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","25872947909","Lozano Velasco, Lucía","07/12/1997","Sabate Reyes, Elsa","+34 XXXXXXX","+34 XXXXXXX","lucia@mailintaor.com","Gracia Guillen, Diego","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Diego Gracia Guillen","L'Armentera","Albanyà","lucia@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","81619739050","Ortega Amaya, Bruna","29/08/1995","Cruz Pujol, Gisela","+34 XXXXXXX","+34 XXXXXXX","bruna@mailintaor.com","Santamaria Cruz, Ismael","+34 XXXXZZZZ","+34 XXXXLLL","gisela@mailintaor.com","c/ de l'aviador Ismael Santamaria Cruz","L'Armentera","Albanyà","bruna@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","89380201154","Serrano Marti, Gerard","08/12/1995","Paredes Salas, Javier","+34 XXXXXXX","+34 XXXXXXX","gerard@mailintaor.com","Garcia Padilla, Alexandra","+34 XXXXZZZZ","+34 XXXXLLL","javier@mailintaor.com","c/ de l'aviador Alexandra Garcia Padilla","L'Armentera","Albanyà","gerard@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","74615821238","Vega Capdevila, Bruno","21/09/1998","Vazquez Valero, Eloi","+34 XXXXXXX","+34 XXXXXXX","bruno@mailintaor.com","Carrasco Sola, Paula","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Paula Carrasco Sola","L'Armentera","Albanyà","bruno@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","43957316679","Mora Lozano, Gabriel","17/04/1998","Badia Cardona, Jaume","+34 XXXXXXX","+34 XXXXXXX","gabriel@mailintaor.com","Soria Codina, Arnau","+34 XXXXZZZZ","+34 XXXXLLL","jaume@mailintaor.com","c/ de l'aviador Arnau Soria Codina","L'Armentera","Albanyà","gabriel@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","76380694102","Zamora Gonzalez, David","02/06/1999","Benito Tomas, Aya","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Marin Calvo, Axel","+34 XXXXZZZZ","+34 XXXXLLL","aya@mailintaor.com","c/ de l'aviador Axel Marin Calvo","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","63972216414","Escudero Cardenas, Judith","25/10/1996","Heredia Casas, Gerard","+34 XXXXXXX","+34 XXXXXXX","judith@mailintaor.com","Marquez Cruz, Carlos","+34 XXXXZZZZ","+34 XXXXLLL","gerard@mailintaor.com","c/ de l'aviador Carlos Marquez Cruz","L'Armentera","Albanyà","judith@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","64784664708","Puig Ferre, Leo","21/07/1996","Asensio Roig, Alejandro","+34 XXXXXXX","+34 XXXXXXX","leo@mailintaor.com","Cano Marquez, Ariadna","+34 XXXXZZZZ","+34 XXXXLLL","alejandro@mailintaor.com","c/ de l'aviador Ariadna Cano Marquez","L'Armentera","Albanyà","leo@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","52941311357","Salvador Valencia, Mar","02/05/1993","Exposito Ponce, Roger","+34 XXXXXXX","+34 XXXXXXX","mar@mailintaor.com","Oliva Capdevila, Queralt","+34 XXXXZZZZ","+34 XXXXLLL","roger@mailintaor.com","c/ de l'aviador Queralt Oliva Capdevila","L'Armentera","Albanyà","mar@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","24581817534","Aguilera Costa, Judith","23/07/1997","Herrero Alarcon, Adriana","+34 XXXXXXX","+34 XXXXXXX","judith@mailintaor.com","Pujol Prats, Daniel","+34 XXXXZZZZ","+34 XXXXLLL","adriana@mailintaor.com","c/ de l'aviador Daniel Pujol Prats","L'Armentera","Albanyà","judith@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","82663199093","Pallares Aguilar, Jan","17/07/1993","Bosch Castaño, Miguel","+34 XXXXXXX","+34 XXXXXXX","jan@mailintaor.com","Rosell Lorente, Ainara","+34 XXXXZZZZ","+34 XXXXLLL","miguel@mailintaor.com","c/ de l'aviador Ainara Rosell Lorente","L'Armentera","Albanyà","jan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","39807182682","Cano Gallardo, Alan","21/10/1998","Casas Roca, Joan","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Vila Piñol, Salma","+34 XXXXZZZZ","+34 XXXXLLL","joan@mailintaor.com","c/ de l'aviador Salma Vila Piñol","L'Armentera","Albanyà","alan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","12043583842","Roman Riera, Rayan","25/11/1997","Cabello Alvarez, Ayman","+34 XXXXXXX","+34 XXXXXXX","rayan@mailintaor.com","Dominguez Domingo, Judit","+34 XXXXZZZZ","+34 XXXXLLL","ayman@mailintaor.com","c/ de l'aviador Judit Dominguez Domingo","L'Armentera","Albanyà","rayan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","37521385082","Luque Manzano, David","06/11/1998","Simon Mir, Joan","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Badia Ramon, Unai","+34 XXXXZZZZ","+34 XXXXLLL","joan@mailintaor.com","c/ de l'aviador Unai Badia Ramon","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","17847225881","Nadal Singh, Lucas","18/04/1996","Nieto Calvo, Max","+34 XXXXXXX","+34 XXXXXXX","lucas@mailintaor.com","Diaz Vega, Aya","+34 XXXXZZZZ","+34 XXXXLLL","max@mailintaor.com","c/ de l'aviador Aya Diaz Vega","L'Armentera","Albanyà","lucas@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","66665988981","Barrera Montes, Mariona","24/02/1997","Ponce Contreras, Ona","+34 XXXXXXX","+34 XXXXXXX","mariona@mailintaor.com","Valles Mata, Sergi","+34 XXXXZZZZ","+34 XXXXLLL","ona@mailintaor.com","c/ de l'aviador Sergi Valles Mata","L'Armentera","Albanyà","mariona@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","39735803499","Diez Bermudez, Bruna","05/07/1997","Torres Suarez, Ona","+34 XXXXXXX","+34 XXXXXXX","bruna@mailintaor.com","Sala Estrada, Adrián","+34 XXXXZZZZ","+34 XXXXLLL","ona@mailintaor.com","c/ de l'aviador Adrián Sala Estrada","L'Armentera","Albanyà","bruna@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","93859397457","Soriano Beltran, Naiara","16/10/1996","Marquez Marin, Adam","+34 XXXXXXX","+34 XXXXXXX","naiara@mailintaor.com","Rivas Andreu, Ona","+34 XXXXZZZZ","+34 XXXXLLL","adam@mailintaor.com","c/ de l'aviador Ona Rivas Andreu","L'Armentera","Albanyà","naiara@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
